V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
29,25,12,12,9,9,16,40,84,87,58,62,78,76,77,88,104,104,86,78,67,44,49,45
39,31,16,11,14,7,19,35,89,69,56,69,75,83,82,99,97,122,103,91,58,48,40,45
24,29,15,10,5,3,15,39,103,79,63,69,74,80,59,95,102,118,107,73,71,59,46,31
29,17,8,10,4,10,20,43,93,84,76,89,107,107,99,125,110,141,110,103,54,46,57,46
39,18,10,9,5,5,19,38,88,66,65,75,87,75,96,96,103,98,107,86,48,50,57,41
33,20,16,7,5,4,21,40,94,98,70,76,70,94,79,112,111,122,108,94,46,38,54,35
26,16,15,11,11,6,15,44,98,90,65,81,82,76,82,95,97,121,90,80,49,61,42,32
32,21,10,14,5,11,17,44,74,93,71,87,79,80,87,102,123,133,108,87,60,51,37,33
26,16,11,5,3,10,16,42,85,72,76,80,90,93,90,97,105,135,96,97,54,55,46,41
31,19,6,7,4,5,19,38,85,82,74,83,75,92,60,91,90,125,99,96,57,37,34,42
26,20,9,4,7,6,14,33,63,74,78,70,82,76,65,106,86,126,117,75,63,46,52,25
17,21,16,13,4,8,19,39,96,50,58,86,93,73,85,78,100,135,107,74,57,44,28,30
27,12,8,4,6,13,25,48,77,54,69,74,83,110,99,98,121,150,97,70,46,45,45,36
20,14,10,5,4,4,15,58,94,75,68,77,94,82,90,95,113,117,105,80,60,50,30,40
26,6,7,5,4,3,20,42,69,72,50,80,95,73,86,82,98,121,97,83,46,55,32,23
17,13,7,6,5,9,17,31,55,72,57,74,81,90,90,81,104,136,104,76,52,29,43,16
14,6,9,3,6,4,21,52,73,53,65,80,78,71,67,94,89,102,97,63,50,38,27,17
16,7,6,2,6,3,16,33,73,49,62,63,75,78,81,62,83,113,96,71,40,26,34,24
14,3,4,3,1,3,18,47,62,73,57,85,79,69,87,101,81,113,83,60,43,34,25,23
19,8,2,2,1,7,15,49,53,62,51,67,50,69,84,71,90,111,75,59,43,32,30,15
16,8,1,2,1,3,15,25,45,51,56,52,78,71,64,70,66,97,69,52,46,30,32,23
9,5,5,4,0,6,9,30,47,48,55,63,69,53,63,79,91,76,75,57,33,29,26,15
13,8,5,0,0,3,6,31,59,49,44,73,65,79,61,66,81,90,65,53,43,21,21,15
13,1,2,2,0,2,16,31,58,67,68,81,62,89,79,67,92,90,70,50,41,27,20,16
6,6,1,2,3,3,6,29,49,55,50,62,63,58,61,73,80,81,73,48,34,15,18,11
2,8,1,2,0,4,3,18,46,60,70,71,68,71,67,76,88,69,71,49,32,21,21,9
5,8,2,1,2,8,10,17,31,45,74,69,77,73,73,62,79,65,62,40,31,22,18,16
12,5,1,2,1,3,11,25,51,49,51,70,81,62,67,68,62,72,62,43,34,17,13,6
6,4,0,0,1,2,6,16,38,59,88,80,66,80,73,75,73,66,62,48,24,20,13,9
8,1,1,0,2,0,8,21,45,38,59,78,71,66,52,54,66,71,47,49,33,10,11,6
9,2,0,0,1,1,7,16,34,41,59,83,76,70,69,81,57,54,44,44,20,19,9,7
2,2,1,0,0,0,2,16,46,59,67,75,77,63,59,71,56,72,50,39,19,22,16,8
3,2,0,0,0,0,6,15,36,43,60,69,60,70,60,60,64,77,39,34,28,14,8,8
1,1,0,1,0,1,6,19,31,60,68,73,95,73,60,79,71,44,47,37,21,18,16,6
2,1,0,0,0,0,0,9,13,53,68,65,81,59,59,52,63,53,34,36,22,15,7,6
4,0,0,0,0,0,5,21,27,46,65,56,68,46,62,68,61,57,34,39,15,13,8,2
0,2,0,1,2,1,5,8,22,46,76,72,64,59,60,58,62,52,32,30,19,12,10,5
2,1,0,0,0,0,6,15,22,61,56,78,77,67,57,57,61,49,41,32,18,11,10,3
4,0,0,0,0,1,7,15,27,49,85,77,82,60,68,60,67,53,44,17,12,10,9,4
2,3,0,0,0,3,1,17,23,54,68,88,71,74,61,62,61,51,42,21,10,9,13,4
7,0,0,0,0,2,4,9,37,47,79,74,81,54,68,56,62,50,33,29,18,11,10,4
1,0,0,0,0,0,2,12,22,53,75,90,78,59,50,48,43,50,31,27,13,7,6,2
2,0,0,0,1,0,1,14,30,47,70,79,87,70,66,53,56,53,35,25,14,14,7,5
3,0,0,0,1,0,4,9,22,62,80,78,76,64,71,63,54,65,26,29,12,4,10,5
0,1,0,0,0,0,3,8,23,59,81,87,65,70,60,44,48,42,27,17,10,2,3,3
1,0,2,0,1,0,1,11,21,33,71,92,66,50,53,60,56,41,15,20,8,11,5,1
2,0,0,1,0,0,1,9,27,45,78,88,61,60,63,57,61,38,31,15,14,1,5,3
0,0,0,0,0,0,1,3,21,47,71,61,51,40,39,55,33,36,24,16,7,7,3,1
0,1,0,0,0,0,2,5,18,43,63,59,64,42,50,43,24,33,14,11,8,6,2,3
2,0,0,0,0,0,0,10,19,40,54,61,42,42,39,40,24,42,9,20,4,1,4,1
0,0,0,0,0,1,1,5,13,39,44,52,35,36,28,50,39,31,10,6,5,1,1,0
0,0,0,0,1,1,1,3,16,28,43,53,40,30,38,41,23,15,7,6,2,3,1,0
1,0,0,0,0,0,3,2,10,26,45,37,34,22,25,34,36,18,8,10,4,2,1,0
0,0,0,0,0,0,3,4,5,15,45,41,17,19,24,21,29,13,8,8,1,4,1,1
0,0,0,0,0,2,0,3,2,11,18,18,17,14,17,13,12,9,5,5,1,1,0,0
0,0,0,0,1,0,0,2,1,8,23,21,12,11,19,9,9,7,3,5,1,2,0,1
0,0,0,0,0,0,2,3,4,3,14,23,9,6,12,6,6,3,2,0,1,0,1,0
0,0,0,0,0,1,0,0,1,4,4,10,9,9,6,2,5,1,3,2,0,2,0,0
0,0,0,0,0,0,0,0,2,3,5,6,6,7,5,4,6,5,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,4,1,7,2,2,3,3,5,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,1,2,1,1,3,1,2,2,2,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,4,2,4,4,3,3,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,1,1,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
