V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
14,4,6,3,2,18,75,200,246,178,115,114,109,98,92,109,154,240,198,131,69,44,24,29
12,4,1,3,5,30,81,195,246,145,105,122,118,106,115,127,168,240,195,134,65,56,30,18
10,10,2,4,7,19,89,186,220,144,115,115,118,119,106,106,149,244,187,132,61,44,23,14
11,4,6,1,2,23,91,183,220,115,93,98,122,123,101,114,162,222,158,119,72,34,37,12
9,2,3,3,7,29,90,189,225,143,116,101,124,130,106,131,160,222,212,124,56,47,25,23
8,6,1,1,4,25,84,190,213,145,99,108,112,108,118,123,155,207,169,131,60,28,29,18
12,2,1,1,1,33,67,168,221,121,104,111,117,119,113,121,160,187,187,110,73,25,14,19
5,5,0,3,5,23,95,185,200,125,96,102,94,107,109,111,153,219,165,101,52,28,23,18
10,5,0,0,1,20,84,169,189,126,105,110,101,106,109,110,163,216,145,96,42,17,22,16
11,2,3,0,3,17,81,171,189,122,101,105,113,83,108,108,147,212,153,102,63,44,31,10
13,3,2,1,4,14,61,131,140,114,86,78,92,69,84,82,124,154,133,94,38,19,19,7
4,5,3,0,3,22,60,115,131,96,81,77,88,80,86,88,126,148,97,80,41,23,19,5
5,1,3,0,2,17,44,104,124,82,75,65,82,68,83,69,118,127,121,76,44,23,16,10
2,0,2,0,3,19,45,120,110,76,77,70,70,72,73,65,82,116,97,55,33,13,21,11
5,2,0,0,2,9,50,78,102,89,73,70,70,76,68,76,96,127,76,69,25,12,17,5
6,1,1,3,2,14,41,82,111,79,55,62,50,78,58,68,86,93,93,44,24,13,12,7
7,1,1,0,1,10,31,73,82,61,51,52,53,51,63,52,60,85,51,47,21,19,7,7
5,1,1,1,0,9,25,65,79,48,52,57,52,51,51,51,59,77,73,35,23,10,5,10
1,0,0,1,0,10,27,62,76,58,59,64,43,59,44,52,49,65,58,39,12,15,6,7
4,2,0,0,4,6,24,56,56,56,36,57,49,48,57,57,61,68,47,36,11,8,9,5
0,2,1,3,2,5,23,46,49,50,43,46,52,42,52,41,52,46,28,19,12,7,1,3
0,0,1,0,0,6,10,37,40,30,45,41,49,35,36,33,44,48,30,14,12,4,5,1
1,0,0,1,0,7,10,26,25,33,35,28,40,46,41,41,34,34,35,21,8,2,7,5
1,0,0,0,0,4,7,22,36,39,44,51,41,29,40,41,44,41,25,14,5,6,7,6
1,0,0,0,2,3,7,20,28,43,50,58,28,29,35,37,26,31,14,15,8,5,2,2
1,3,0,0,0,1,4,17,26,36,42,43,42,29,34,27,24,24,14,12,4,7,1,2
0,0,0,0,0,0,4,14,26,37,36,35,38,29,26,22,28,19,15,6,3,3,3,2
1,1,1,0,1,0,4,10,22,26,37,29,31,21,25,30,20,11,11,6,6,1,2,1
0,0,0,0,0,2,7,5,12,27,30,32,20,28,30,24,11,10,8,5,4,1,1,1
1,0,0,0,1,1,4,6,14,24,37,38,32,22,20,20,17,13,8,8,3,2,0,1
0,0,0,0,0,0,0,8,10,23,23,25,17,15,19,9,20,14,5,6,1,3,2,2
0,0,1,0,0,2,3,6,18,15,24,24,25,15,26,23,12,8,3,3,3,0,0,0
0,0,0,0,0,2,2,4,8,24,22,14,23,12,16,15,13,4,10,3,1,3,0,0
0,0,0,0,0,1,2,5,10,19,24,21,17,18,19,21,8,11,3,2,3,1,1,0
0,0,0,1,0,0,2,7,7,21,16,14,23,15,20,13,11,9,7,2,1,0,1,2
0,0,0,0,0,0,1,3,15,13,12,19,16,12,9,15,10,7,3,2,1,2,1,0
0,0,0,0,0,0,1,7,8,12,18,8,13,12,16,6,16,2,3,3,1,0,1,0
0,0,0,0,0,0,1,6,4,13,12,17,7,17,10,4,9,6,1,4,1,0,0,1
0,0,0,0,0,0,1,5,6,12,11,15,5,9,4,5,9,5,3,3,1,0,0,0
0,0,0,0,0,0,0,2,10,15,17,7,14,9,11,12,6,6,1,1,1,0,0,0
0,0,0,0,0,0,1,2,2,7,6,8,7,7,5,6,2,3,1,2,2,0,0,0
0,0,0,0,0,1,1,1,1,6,10,6,6,11,6,3,1,1,0,3,0,0,0,0
0,0,0,0,0,0,0,1,1,7,9,9,9,6,2,3,3,2,0,2,0,0,0,0
0,0,0,0,0,0,0,1,7,5,4,4,2,5,2,6,5,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,4,10,3,3,1,6,4,2,1,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,4,7,6,3,3,3,6,1,1,1,0,0,0,0,1
0,0,0,0,0,0,1,1,0,2,3,6,2,3,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,3,1,1,0,4,0,3,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,2,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
