V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
7,5,2,3,3,5,4,9,19,19,19,24,23,30,20,26,37,20,22,17,8,9,9,6
4,4,4,2,5,4,12,6,35,16,18,24,21,31,31,26,20,32,19,14,8,8,9,3
6,5,5,1,5,2,4,14,23,10,14,23,28,23,20,26,28,13,26,13,8,6,9,5
11,7,1,3,4,2,6,16,30,46,48,29,50,52,53,76,68,62,33,23,20,8,10,6
7,1,4,1,1,3,4,15,17,24,19,22,22,34,34,27,24,26,18,12,8,9,8,6
11,1,3,1,4,0,13,10,16,22,22,21,15,25,26,41,34,20,19,5,9,7,4,3
2,1,3,1,3,2,8,11,17,21,21,26,26,32,31,33,22,36,25,11,13,3,2,7
1,3,1,1,4,1,6,8,23,19,32,21,20,27,26,35,29,18,18,23,10,7,10,6
5,4,3,1,2,1,14,6,25,31,29,34,36,38,31,41,39,44,28,15,10,6,14,7
5,3,2,1,2,3,6,10,14,29,15,15,14,28,24,32,27,23,28,8,7,6,7,8
3,3,1,0,1,2,4,13,21,22,23,21,15,27,16,35,23,28,15,18,7,7,2,2
6,1,0,3,2,2,6,11,14,23,27,26,22,23,25,25,29,27,23,7,8,5,10,10
4,4,4,1,2,3,4,14,15,20,15,23,23,20,30,30,29,24,23,15,9,8,7,2
8,2,4,0,2,2,5,16,25,37,40,32,54,47,62,41,55,51,32,14,17,11,5,9
5,3,1,1,3,1,6,7,20,21,37,28,25,34,29,24,25,28,13,11,8,9,8,4
4,3,3,3,2,3,5,11,23,19,19,23,28,27,29,44,32,34,18,17,6,8,9,7
4,3,3,0,5,1,3,15,29,19,24,26,32,30,24,24,28,32,25,14,7,8,5,3
4,2,2,1,2,6,3,8,27,28,28,32,38,35,29,43,30,27,26,14,17,9,8,4
6,1,0,0,1,6,5,20,26,31,31,28,48,37,36,50,39,38,26,19,19,12,13,6
8,1,2,0,1,4,8,11,24,23,20,29,30,35,34,39,46,29,21,14,8,6,6,11
2,0,1,0,0,1,5,11,27,17,31,29,32,45,34,38,32,26,11,12,14,20,9,7
7,4,2,3,1,3,6,14,18,24,28,29,31,39,35,41,33,32,18,20,12,15,3,5
1,1,6,0,1,3,8,13,32,25,21,41,33,27,37,36,24,32,19,10,8,7,7,1
7,3,2,1,3,2,10,27,33,42,48,64,70,68,54,65,55,63,37,31,16,6,11,5
2,0,0,1,1,3,7,14,20,19,29,26,22,33,39,40,39,43,20,13,15,8,8,5
5,2,2,0,3,2,6,11,26,32,34,29,41,34,24,37,25,31,20,14,8,5,4,6
3,2,3,0,0,1,9,19,24,25,28,28,27,23,39,46,38,22,20,16,11,4,8,8
2,3,1,3,3,3,3,13,18,22,30,30,32,41,33,26,38,27,17,16,11,4,7,5
1,4,3,2,1,5,4,11,24,30,32,33,41,34,35,39,36,39,22,16,10,9,6,2
1,4,1,0,1,4,1,11,15,20,23,38,42,41,39,37,43,23,23,16,6,6,5,7
0,3,1,0,2,2,3,11,23,25,27,27,25,25,26,26,35,26,14,13,7,3,5,6
5,0,1,2,2,3,3,8,20,20,28,27,22,28,29,26,26,27,14,10,13,7,4,7
2,1,3,0,2,0,6,14,16,19,23,22,23,17,23,34,31,26,13,10,12,10,2,7
4,1,2,0,0,2,4,15,28,41,66,77,65,74,68,50,62,38,30,10,16,4,7,4
4,3,0,0,2,0,3,11,19,22,29,32,35,30,44,42,30,17,14,10,10,9,3,3
1,0,1,0,3,4,3,10,20,15,25,41,40,46,42,42,39,36,10,11,9,8,2,7
3,0,1,1,0,3,1,3,12,20,37,30,43,38,33,34,28,34,14,6,4,3,7,5
3,1,4,1,1,2,2,6,10,20,32,32,47,35,48,43,36,27,20,11,10,8,5,2
0,1,5,0,0,2,1,8,22,32,66,83,86,63,50,66,40,42,27,15,3,4,7,2
3,1,0,0,0,0,2,2,8,21,38,40,40,36,38,29,22,19,13,12,6,4,4,4
1,3,2,0,0,1,0,4,15,16,41,36,48,57,50,49,27,29,18,7,3,3,2,1
1,0,2,0,1,0,1,0,9,16,34,40,51,44,43,36,30,25,15,6,5,2,0,1
3,0,0,0,1,0,1,1,6,13,34,40,42,44,30,44,27,14,12,4,5,4,2,3
1,1,0,0,0,1,0,4,10,29,62,57,92,83,65,80,56,31,14,11,8,5,4,2
1,2,0,0,0,0,0,1,8,21,35,31,51,41,41,42,23,10,12,5,7,4,3,0
1,3,0,1,0,1,0,1,5,14,40,34,41,40,39,34,24,18,21,8,4,9,2,2
0,0,3,0,0,0,1,1,6,14,31,38,45,41,36,43,34,24,14,8,3,3,0,1
0,0,2,0,0,0,1,0,5,21,39,43,30,42,42,40,29,17,8,5,2,2,3,6
0,1,0,0,1,0,0,0,14,23,41,56,45,61,52,42,31,19,18,7,1,2,3,0
0,0,1,0,0,0,1,1,3,25,22,52,51,41,40,53,22,22,4,5,4,1,1,1
2,0,0,0,0,0,1,1,9,23,45,41,53,35,35,39,20,15,9,5,4,2,1,0
0,1,0,0,0,1,0,0,6,23,30,48,49,47,46,29,27,17,8,7,1,0,2,3
0,0,0,0,1,1,1,1,6,28,46,51,41,34,47,41,26,18,15,2,1,1,3,3
1,0,2,0,0,0,0,2,7,32,48,69,65,53,46,59,35,17,9,10,2,4,1,1
0,0,0,0,0,0,1,1,0,21,38,37,36,49,47,37,24,15,3,3,1,2,3,0
1,0,0,0,0,0,0,2,5,19,40,42,52,40,33,37,23,17,8,1,2,3,0,0
1,0,0,0,0,0,0,1,2,20,29,35,42,37,27,38,21,17,6,1,2,0,0,0
0,0,0,0,0,0,0,0,4,17,45,40,34,39,24,27,16,8,4,6,1,1,0,0
0,0,1,0,0,0,1,2,1,16,34,46,37,35,34,26,24,12,2,3,2,2,0,0
0,0,0,0,0,0,0,1,1,16,25,36,36,24,23,29,15,9,5,3,0,2,0,0
1,0,0,0,0,0,0,2,2,7,19,34,24,17,22,24,12,10,6,3,0,0,1,1
0,0,0,0,0,0,0,0,4,7,24,19,20,20,23,19,7,4,3,4,0,0,0,0
0,1,0,0,0,0,0,0,2,3,13,17,18,17,17,10,16,8,2,2,0,1,0,1
1,0,0,0,0,0,0,0,0,4,12,13,19,13,16,13,11,7,5,2,1,0,0,0
0,0,0,0,0,0,0,0,1,11,9,15,10,8,12,7,9,4,1,1,0,2,0,0
0,0,0,0,0,0,0,0,3,2,9,7,7,12,5,10,2,5,2,1,1,0,1,1
0,0,0,0,0,0,0,0,0,3,4,6,6,11,5,4,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,2,5,3,2,6,1,1,5,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,2,6,0,2,2,3,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,2,1,2,1,3,6,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,2,1,3,1,3,2,3,0,2,2,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
