V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
723,554,501,475,283,236,360,743,1135,723,713,874,992,1160,1182,1286,1536,1913,1693,1409,1304,1197,1157,932
697,528,460,403,277,272,371,800,1120,791,714,812,1036,1220,1090,1256,1511,1811,1628,1272,1203,1066,1055,828
607,492,390,400,248,250,396,823,1228,774,679,879,1019,1022,1097,1199,1474,1880,1566,1203,1090,919,852,767
547,451,359,353,245,266,422,864,1253,777,651,786,943,1090,1062,1172,1439,1734,1499,1204,979,842,802,654
499,378,326,256,221,226,388,873,1143,757,635,741,956,1044,983,1069,1336,1603,1426,1062,967,784,700,585
458,382,245,238,180,276,370,855,1268,772,655,799,949,1027,999,1106,1325,1659,1356,1069,833,751,646,531
394,301,238,212,151,192,342,744,1136,735,633,758,863,962,936,1005,1263,1479,1228,974,787,631,540,520
335,276,207,180,146,200,373,707,1111,725,601,674,874,897,856,990,1216,1395,1118,833,719,572,543,393
325,277,188,155,155,178,325,693,1077,740,565,726,859,857,927,1005,1168,1329,1029,891,685,597,525,429
271,231,181,151,122,174,324,665,1001,712,559,666,817,771,839,902,1075,1284,1055,789,597,555,469,375
329,236,172,167,129,162,321,706,1097,819,701,781,958,959,976,1081,1278,1412,1138,880,683,538,485,400
236,182,132,129,83,133,242,572,1002,719,587,635,731,743,771,867,1015,1180,967,748,554,421,392,330
216,200,149,109,100,124,267,527,930,757,575,645,787,742,770,832,1059,1155,934,641,510,418,341,303
226,176,113,99,74,122,252,573,918,643,534,585,703,747,707,863,962,1119,850,646,451,393,341,245
193,167,98,102,83,94,236,482,935,699,486,595,680,777,724,856,906,1078,807,654,440,356,314,220
210,147,126,111,82,117,235,552,912,690,533,653,708,759,754,892,957,1089,860,631,517,373,320,280
190,119,98,70,72,95,222,491,856,633,498,558,621,676,682,819,893,949,731,526,411,318,258,238
172,98,78,69,64,111,242,465,817,612,484,584,707,671,653,843,898,940,699,538,375,298,253,198
164,106,108,74,49,109,204,503,853,625,536,576,675,653,690,770,866,1002,763,500,429,276,271,244
150,90,81,60,62,107,222,519,890,658,518,603,684,676,749,825,888,990,825,527,408,341,264,193
176,125,83,77,55,112,268,559,1004,717,590,664,783,733,815,920,1001,1200,837,654,441,358,298,265
149,122,75,64,53,93,206,475,877,655,497,588,701,710,686,882,949,1025,772,562,408,297,272,197
166,90,78,47,64,109,227,517,843,655,540,613,715,712,730,868,947,1088,763,533,390,343,261,223
138,95,63,60,51,94,229,536,891,631,506,624,706,701,732,855,942,1038,742,549,426,297,266,187
166,79,86,54,67,109,251,495,916,653,533,623,657,726,698,843,933,1045,729,529,387,301,231,166
118,110,66,71,49,105,209,526,936,656,541,627,678,758,715,858,934,1050,782,548,406,321,259,186
123,77,67,55,54,93,255,509,839,640,520,614,639,698,723,820,840,977,717,518,387,260,216,158
129,82,58,53,47,98,202,482,787,546,486,575,687,672,660,774,835,935,721,515,346,257,241,160
117,76,67,51,41,88,246,503,758,547,533,589,669,699,686,726,862,954,694,486,352,262,200,176
110,63,50,44,40,75,214,445,730,544,482,564,630,649,615,706,871,938,696,484,354,245,213,162
102,74,43,29,53,82,236,495,756,563,522,607,724,676,679,831,870,946,734,460,345,265,191,165
91,70,38,41,30,74,202,424,655,474,422,481,566,641,601,628,722,841,622,415,297,226,203,140
96,61,35,40,39,72,216,377,672,477,463,486,592,631,553,662,761,776,581,409,296,199,175,114
82,55,41,28,41,71,161,417,581,444,433,474,506,539,561,611,746,709,556,369,247,222,190,111
87,41,34,33,30,88,170,364,542,419,402,496,541,513,528,546,644,717,491,357,248,191,166,98
93,48,23,20,16,63,153,372,513,392,399,470,485,507,509,570,647,700,484,376,239,173,163,78
72,33,34,22,36,64,137,326,434,372,346,428,472,474,473,500,604,659,459,324,192,173,149,91
55,35,28,26,24,49,140,316,444,349,325,440,469,443,445,482,585,593,423,286,211,145,131,83
49,33,34,14,20,38,128,269,389,341,330,375,443,429,468,460,493,611,398,276,213,114,108,78
31,33,22,18,17,48,114,257,380,289,301,366,435,423,399,452,521,544,362,274,194,124,108,73
41,31,20,20,19,33,106,220,347,304,367,417,462,463,493,495,556,532,368,268,191,129,118,62
41,29,15,19,13,32,78,220,270,308,300,398,397,401,408,417,454,451,285,241,113,101,84,70
34,20,17,14,7,43,99,181,237,315,309,371,389,385,415,416,472,452,306,240,141,102,91,58
33,22,18,10,18,36,81,159,224,311,330,398,406,409,377,421,456,411,304,224,111,107,86,69
28,25,11,8,12,29,62,138,171,275,322,378,403,402,396,392,432,415,272,180,119,84,79,51
29,14,8,12,13,27,50,118,198,270,337,418,439,360,392,406,399,371,256,184,117,89,73,59
23,14,8,5,12,14,53,95,173,240,323,361,379,330,362,376,393,366,240,153,117,67,57,32
32,11,8,9,8,13,29,83,135,248,306,367,368,339,375,350,348,270,255,124,112,67,70,29
19,14,3,5,3,10,26,76,137,228,278,343,365,330,316,344,326,282,206,152,88,67,57,35
15,11,3,4,6,14,18,58,120,183,251,302,334,308,327,376,287,260,178,136,84,69,63,29
24,11,12,3,9,3,31,63,127,177,297,346,324,368,319,332,323,241,189,132,84,65,60,39
20,6,3,2,3,7,25,65,112,184,228,264,304,274,314,275,263,209,166,96,77,52,37,34
11,6,3,2,4,7,17,39,93,189,225,247,280,269,306,276,263,258,137,96,77,52,52,18
11,4,5,3,3,8,10,37,93,175,234,276,265,257,279,318,245,221,159,100,76,62,43,25
15,8,2,2,1,14,11,41,84,167,215,291,272,250,279,262,257,198,121,85,52,42,40,25
9,13,3,3,6,3,10,35,87,174,252,295,304,275,283,296,275,188,120,99,57,47,47,30
8,4,0,2,1,7,5,31,82,148,207,251,276,244,279,317,197,212,129,80,43,47,38,18
14,9,4,1,1,5,15,36,77,150,226,245,247,247,251,250,229,155,118,82,60,40,36,15
13,4,2,1,0,3,12,24,71,143,227,227,254,214,260,256,224,178,96,68,46,36,30,21
7,1,2,2,2,5,8,19,63,127,190,250,267,234,241,253,217,176,106,70,50,40,27,21
5,5,3,1,3,2,9,28,51,134,173,247,263,232,248,269,255,164,115,71,36,32,22,15
6,1,1,2,0,4,7,22,32,111,178,219,218,174,200,227,238,146,89,56,37,36,29,16
3,2,2,2,3,2,8,17,45,100,169,203,182,216,228,214,190,125,77,67,37,23,30,13
3,1,0,2,0,4,3,16,40,80,164,173,210,149,192,196,177,121,78,58,35,20,28,15
6,0,1,1,2,0,8,17,46,85,111,164,167,156,173,171,144,114,79,51,28,28,20,12
1,0,0,1,1,2,2,16,35,75,110,148,144,145,158,129,144,105,52,36,28,31,18,11
3,1,0,0,4,1,1,9,20,64,97,110,110,109,142,139,93,79,47,25,19,6,10,3
5,1,1,0,0,2,1,7,24,40,85,105,123,102,110,108,103,61,32,24,19,17,7,4
2,0,1,1,1,1,1,6,17,42,69,77,85,87,82,85,77,46,30,13,11,9,15,2
3,0,0,0,0,0,1,8,14,33,55,65,74,79,84,62,72,44,26,16,7,12,7,5
1,1,0,0,1,2,3,5,8,34,50,55,56,59,52,57,53,28,25,17,9,8,6,3
0,0,0,0,0,0,1,2,8,23,31,43,52,36,46,34,40,23,11,12,3,3,1,1
0,0,0,0,0,0,0,2,4,14,28,38,38,26,33,21,26,17,7,3,2,4,3,0
0,0,0,0,0,0,0,0,3,12,17,18,15,14,21,15,28,14,9,6,1,3,2,0
0,0,0,0,0,0,2,0,3,7,9,15,15,13,10,10,8,5,6,2,4,2,2,2
0,0,0,0,0,0,0,1,4,7,4,8,8,6,8,10,13,5,4,1,1,0,1,1
1,0,0,0,0,0,0,0,1,1,3,5,12,3,1,5,3,2,1,1,1,0,0,1
0,0,1,0,0,0,0,0,2,0,3,7,3,5,4,8,3,2,0,0,0,1,0,0
0,0,0,0,0,1,0,0,1,1,0,1,4,1,1,3,3,3,2,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,5,2,1,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
