V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
2,6,3,8,5,17,29,75,68,55,72,80,92,100,93,109,96,102,67,37,24,14,21,10
7,4,5,3,8,9,29,64,68,39,65,58,73,89,85,107,102,96,67,37,20,20,15,9
4,4,6,4,7,15,43,63,65,46,55,71,80,64,93,73,103,79,61,33,18,7,13,8
3,4,3,3,2,11,29,39,54,42,53,64,82,85,54,69,80,89,43,26,27,13,5,8
5,2,4,3,3,10,22,50,40,49,47,75,68,81,80,85,100,81,64,20,25,12,9,6
0,1,2,2,2,12,19,21,27,44,34,59,68,68,65,68,68,59,40,22,10,9,6,4
3,2,4,4,3,3,18,41,28,36,54,52,59,62,54,66,77,40,40,32,15,14,6,3
3,1,3,3,1,7,17,25,24,24,37,42,67,61,49,52,46,45,40,12,19,5,2,3
2,3,0,5,1,6,9,24,33,19,45,47,46,46,55,50,49,29,17,21,7,9,3,1
0,0,0,2,1,4,9,10,17,26,32,40,49,47,42,39,45,32,17,17,9,3,5,3
0,0,1,1,0,3,5,8,14,19,28,40,35,41,34,34,23,24,19,11,9,7,1,1
0,0,3,0,0,2,5,2,9,19,32,46,29,51,38,34,27,22,7,14,5,3,2,0
1,0,1,0,3,2,5,11,7,14,29,33,30,27,25,29,16,19,19,6,6,0,0,1
1,0,0,0,1,2,2,5,10,15,18,26,16,23,19,23,19,18,7,8,3,3,2,0
0,0,0,0,1,1,1,3,6,15,19,19,28,20,20,19,25,13,15,4,6,2,0,1
0,0,0,1,0,0,2,4,3,11,14,9,19,26,11,18,17,16,1,7,2,4,0,0
0,0,1,0,0,0,1,2,4,10,8,21,18,18,13,11,9,6,7,6,0,0,1,0
0,1,0,0,1,0,0,4,11,6,14,14,11,18,9,10,12,8,4,3,2,2,0,0
0,0,0,0,0,0,1,0,2,10,12,12,21,14,9,7,6,7,4,0,1,2,2,0
0,1,0,0,1,0,0,1,1,6,11,11,9,9,14,9,3,6,3,1,2,1,0,0
0,0,0,0,0,1,0,0,3,4,6,15,8,10,10,9,6,6,4,4,0,1,0,0
0,0,0,0,0,0,0,0,0,6,6,13,8,5,11,10,7,3,2,1,1,1,1,0
0,0,0,0,0,0,0,1,3,6,9,8,4,13,6,4,4,4,3,0,1,3,0,0
0,0,0,0,0,0,2,1,2,3,3,10,5,7,7,6,3,3,2,1,0,1,0,0
0,0,0,0,0,0,0,1,1,6,7,10,5,6,5,6,3,2,0,2,1,0,0,0
0,0,0,0,0,1,0,1,0,7,5,12,5,2,6,1,3,4,0,0,0,0,0,0
0,0,0,1,0,0,0,1,1,1,5,4,11,6,1,4,3,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,1,4,4,6,1,3,3,2,4,0,1,1,0,1,0,0
0,0,0,0,0,0,0,2,2,5,2,5,4,3,2,4,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,3,6,1,4,2,2,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,2,4,6,3,3,1,2,1,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,2,1,4,3,0,0,2,1,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,2,1,3,1,1,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,2,2,1,0,2,2,1,2,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
