V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
7,4,3,8,4,6,25,41,41,48,45,44,42,42,42,30,53,34,34,16,12,9,9,5
13,5,1,3,3,10,21,50,64,56,41,34,48,37,45,61,50,46,37,15,11,12,5,3
5,3,0,8,5,15,24,42,55,39,42,49,37,41,43,47,42,38,22,16,7,10,11,8
6,4,3,3,5,9,26,54,66,53,35,46,46,36,40,45,65,39,24,19,20,8,13,2
7,4,7,7,4,15,28,35,60,39,50,42,38,40,44,31,41,44,36,20,12,7,7,8
7,7,6,9,10,14,27,46,54,53,28,40,31,37,33,44,44,51,27,18,10,7,9,2
8,4,2,5,4,13,31,47,58,34,37,39,33,47,36,47,39,46,30,14,14,11,12,8
7,6,2,7,5,11,22,50,48,52,41,47,38,40,41,46,44,29,28,23,9,5,4,9
5,4,5,1,4,5,26,50,47,45,36,44,39,33,39,35,54,53,32,16,18,5,7,4
2,1,1,6,5,15,28,49,46,34,46,33,38,28,33,45,47,47,33,26,10,14,9,3
9,2,3,3,3,13,19,36,32,32,50,41,35,36,38,35,41,53,19,16,10,11,3,5
5,3,3,6,3,6,22,35,55,36,34,40,39,42,38,44,48,41,14,15,10,6,9,7
6,3,2,0,4,4,20,42,41,40,31,34,35,29,38,37,47,33,24,18,11,8,5,7
3,1,0,4,2,10,17,38,39,29,37,46,32,36,30,32,45,42,24,15,11,9,5,3
3,7,4,1,4,5,16,42,34,35,37,22,27,37,31,34,30,36,18,9,10,7,3,5
0,2,3,8,5,7,21,31,41,38,20,26,25,32,34,36,37,30,19,9,7,5,4,3
2,1,2,1,5,3,17,27,36,27,30,25,28,25,26,23,26,16,11,9,8,5,5,0
1,2,1,3,3,8,10,21,27,31,24,30,21,19,25,26,21,18,18,11,6,5,8,4
2,2,3,1,4,12,12,17,31,24,24,31,29,24,18,31,27,13,9,14,6,4,0,3
2,0,1,2,1,4,10,20,22,28,23,28,17,17,25,24,21,27,14,9,6,5,4,0
0,2,2,3,3,2,7,27,17,20,12,23,16,25,14,21,22,22,6,6,5,2,1,1
2,1,1,3,1,4,15,20,18,11,11,22,19,21,20,23,26,9,7,6,6,1,1,1
1,1,1,0,1,3,16,20,15,17,15,22,14,16,20,14,19,14,5,7,1,3,3,1
1,1,0,2,1,4,9,15,16,16,21,11,17,15,20,14,17,10,7,5,4,2,4,3
0,1,2,0,1,2,7,9,13,13,12,19,17,24,17,18,20,14,6,2,4,3,0,1
0,0,0,1,0,4,9,18,14,12,12,13,11,15,14,20,11,15,5,3,5,5,1,0
1,1,0,0,0,3,9,7,12,12,12,7,7,10,12,11,12,12,2,3,4,2,1,0
0,0,1,1,0,0,6,8,6,6,11,11,11,15,10,13,7,8,6,1,1,1,1,0
1,0,1,0,0,1,8,3,10,6,5,7,8,7,14,13,6,3,4,3,1,2,0,0
0,0,0,0,0,1,2,3,4,2,7,5,10,6,6,7,13,5,5,2,2,0,1,0
0,1,2,0,0,2,1,2,1,4,2,7,7,9,5,5,8,4,4,2,0,1,0,1
0,0,0,0,0,1,2,3,1,3,5,1,9,7,2,1,4,1,5,1,1,1,0,0
1,0,0,0,0,1,0,2,5,2,5,7,5,1,4,4,4,4,1,0,0,2,0,0
1,0,0,0,0,1,0,5,3,6,1,4,6,1,4,3,2,2,0,3,0,0,0,0
0,0,0,0,0,0,0,3,3,2,5,5,3,3,5,1,2,3,0,1,0,2,0,0
0,0,0,0,0,0,0,2,0,0,1,4,2,2,3,0,3,1,1,0,0,0,0,0
0,0,0,0,1,0,2,0,3,2,1,4,1,2,3,4,2,0,0,2,0,1,2,0
0,0,0,0,0,0,2,2,2,2,6,2,4,4,2,2,2,1,0,0,0,0,0,0
0,0,0,0,1,1,0,2,1,1,4,4,1,3,1,2,3,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,1,0,1,5,1,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,1,3,0,3,1,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,2,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,1,1,1,1,0,2,0,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
